answerKey,question,choices
A,What can a manufacturer experience when people are constantly buying products?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['economic boom', 'loss of money', 'agony', 'being able to use',
       'spending money'], dtype=object)}"
A,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'state', 'front of casino', 'rome', 'public place'],
      dtype=object)}"
D,Where might many bottles of glue be stored?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['art room', 'garage', 'kitchen', 'cabinet', 'closed container'],
      dtype=object)}"
B,What might be the result of getting hit while crossing the street?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'injury', 'traffic jam', 'accidents', 'fear'],
      dtype=object)}"
A,"The police didn't pay any favors, their job was to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['force law', 'board vessels', 'arrest', 'arm weapons',
       'direct traffic'], dtype=object)}"
C,Why would someone be likely to avoid kissing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arousal', 'shortness of breath', 'herpes', 'strong feelings',
       'confusion'], dtype=object)}"
D,What can judging something wrong lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat cake', 'responsibility', 'resentment', 'controversy',
       'go to jail'], dtype=object)}"
C,What is someone likely the to feel the first day beginning work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['panic', 'excitement', 'stress', 'working', 'overthinking'],
      dtype=object)}"
A,What will the judge declare if someone is committing perjury?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mistrial', 'criminal prosecution', 'citation', 'injustices',
       'penalty'], dtype=object)}"
A,"The loquacious man needed to listen, what should he do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stop talking', 'pay attention', 'able to hear', 'shut up',
       'concentrate'], dtype=object)}"
A,Why do people want to read fiction books?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having fun', 'falling asleep', 'learn new things',
       'learn unknown concepts', 'memorize'], dtype=object)}"
D,What would you do to numbers that are positive integers to get a result that is orders of magnitude larger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['written down', 'divided', 'added up', 'multiplied',
       'get headache'], dtype=object)}"
E,"The shrewd investor had a simple plan to fight inflation, and that was to make what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['print money', 'save money', 'lowers standard of living',
       'pay less', 'more money'], dtype=object)}"
B,What do parents worry about while their college students are attending an expensive school?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fees', 'dropping out', 'employability', 'catch cold', 'graduate'],
      dtype=object)}"
B,"She couldn't hide she liked the boy she was talking to, she had a constant what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make eye contact', 'smile', 'another person', 'listening',
       'compliment'], dtype=object)}"
A,"The cut was deep, the doctor had to use stitches in doing what the sides?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joining', 'put together', 'paste', 'heal', 'paste'], dtype=object)}"
B,"Luke was a human. Like most humans, he learned from his parents.  He was mortal, but he could preserve himself by doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'write', 'smile', 'die', 'think critically'], dtype=object)}"
C,Every person would get along in a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat well', 'live comfortably', 'perfect world', 'fruit bowl',
       'own house'], dtype=object)}"
A,What is a common cause of injury?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['accident', 'theatre', ""doctor's office"", 'hockey game',
       'living thing'], dtype=object)}"
A,If you keep telling many people about being a vegetarian what do you risk becoming?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['annoyance', 'accomplish', 'intoxicated', 'emotional distress',
       'notoriety'], dtype=object)}"
E,James imported ugly cabinets because they were cheap.  They wouldn't be seen so it didn't matter what they looked like.  Where might they be installed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'planes', 'mexico', 'bathroom', 'pantry'], dtype=object)}"
C,The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'canada', 'chemotherapy', 'rocky mountains',
       'british columbia'], dtype=object)}"
A,Where would you put your car keys if you want to go driving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ignition switch', 'pocket', 'purse', 'home', 'trunk'],
      dtype=object)}"
D,"It is a lovely day, let's go outside and skate instead of doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['really', 'put on helmet', 'sing', 'not work so hard',
       'falling down'], dtype=object)}"
C,What kind of object would you need to see something dirty underground?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bed', 'ground', 'bright', 'clean', 'sportsmanlike'], dtype=object)}"
C,Where could you find a magazine that does not need to be paid for to read?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train station', 'kitchen', 'waiting room', 'bookstore', 'bed'],
      dtype=object)}"
B,He worked hard to have great success at his chosen what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new job', 'vocation', 'awards ceremony', 'schedule', 'michigan'],
      dtype=object)}"
D,"The cover was a hindrance to the diners, so what did they do with it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['underneath', 'opening', 'divert suspicion', 'leave open',
       'landcover'], dtype=object)}"
C,In any city you usually see a high rise where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['residential area', 'san francisco', 'downtown', 'suburbs',
       'detroit'], dtype=object)}"
A,"If a lot of cargo trucks come and go every day, where would the forklift get the most use?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loading dock', 'construction site', 'construction yard',
       'warehouse', 'cargo'], dtype=object)}"
D,"The route passenger was flipping through a magazine, he was bored waiting for his ride where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'work', 'rack', 'bus depot', 'newsstand'], dtype=object)}"
C,What is often the result of having lunch too fast?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spending money', 'sickness', 'heartburn', 'low blood sugar',
       'obesity'], dtype=object)}"
B,"If the weather means you what, so do your animals?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['travel', 'get cold', 'feel pain', 'move', 'electrical circuit'],
      dtype=object)}"
B,WHere does someone sit in a chair to gossip?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk', ""friend's house"", 'auditorium', 'synagogue', 'ocean'],
      dtype=object)}"
D,"She filled the thing with water and went to plug it in, she had finally finished her garden with what centerpiece?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stream', 'perfume', 'sink', 'fountain', 'swamp'], dtype=object)}"
C,Where would you find a single air conditioner?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'in a bike', 'car', 'hard', 'texas'], dtype=object)}"
E,If you're hearing sounds what product the uses a laser are you using?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['physics lab', 'laboratory', 'bomb', 'hospital', 'cd players'],
      dtype=object)}"
C,"The music was very dear to him, he had done what with it during an important time in his life?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['night club', 'dreamt', 'composed', 'written on paper', 'stolen'],
      dtype=object)}"
D,Dancing or walking too much will lead to what on your feet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['humiliation', 'fatigue', 'skin', 'blisters', 'exhaustion'],
      dtype=object)}"
B,If you know how to read and write you are what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['smart', 'literate', 'have paper', 'not give up', 'creativity'],
      dtype=object)}"
D,"Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ball stopped', 'reproduce', 'go outside', 'need food',
       'own people'], dtype=object)}"
A,What would you experience if a friend robs you after cashing in chips at a casino?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['betrayal', 'resentment', 'depressed', 'leave', 'profit'],
      dtype=object)}"
C,People took their seats and read their programs. They were expecting to enjoy an entertaining night of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['group functions', 'church', 'theater', 'conference', 'television'],
      dtype=object)}"
E,"You shouldn't consume toothpaste, despite that it goes in your what??","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'sink', 'traveling case', 'suitcase', 'mouth'],
      dtype=object)}"
D,The weasel would go round and round the what while waiting to attack?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apple tree', 'rabbit warren', 'chicken coop', 'mulberry bush',
       'viking ship'], dtype=object)}"
E,John put the book in his pack and then went off to work.  Where might he be working?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['public library', 'backpack', 'briefcase', 'suitcase', 'synagogue'],
      dtype=object)}"
A,What do airplanes do as they are beginning to take off?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['speed up', 'carry people', 'stop', 'slow down', 'crash'],
      dtype=object)}"
B,Billy was a solider.  He joined the military because he wanted to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['to marry', 'fight for freedom', 'report for duty',
       'wait for orders', 'receive orders'], dtype=object)}"
B,What might cause someone to have a last passing sentence?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bounding', 'death', 'grief', 'judgement', 'appeals'], dtype=object)}"
B,"If a bum wanted to ride for free, where might he go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus depot', 'train station', 'beach', 'bridge', 'taxi'],
      dtype=object)}"
D,The mountain was very massive.  It did what to the nearby hills?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lame', 'insubstantial', 'inconsequential', 'dwarf', 'massless'],
      dtype=object)}"
B,Where can you find a single musician that an audience is listening to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['studio', 'stage', 'band', 'symphony', 'orchestra'], dtype=object)}"
C,What does the Indian Ocean border?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['east', 'africa', 'asia', 'earth', 'southern hemisphere'],
      dtype=object)}"
C,What do you miss out on if you stay in and read book all day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learning', 'education', 'experience', 'knowledge',
       'learn to read'], dtype=object)}"
B,Where might someone find an abundance of cloth?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['egyptian tombs', 'fabric store', 'kitchen', 'washing machine',
       'bedroom'], dtype=object)}"
A,"The man finished mowing his lawn and enjoyed a glass of lemonade on his porch, he took a sip and told himself that life was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good', 'ending soon', 'fleeting', 'finite', 'important'],
      dtype=object)}"
E,You're likely to find broken glass where after a bar closes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'parking lot', 'beach', 'bridge', 'street'], dtype=object)}"
